shipping_id,rating,feedback
4393,1,The courier was rude and left the package at the wrong address.
3304,2,The package arrived damaged due to poor packaging. Very disappointed.
116,5,Fast and efficient delivery. The package was handled with care.
2748,2,The package arrived damaged due to poor packaging. Very disappointed.
2152,5,The package arrived well before the estimated delivery date. Excellent service!
784,1,The package arrived late and was slightly damaged. Not happy with the service.
3031,3,"The package arrived slightly late, but the product was in good condition."
3391,4,The package arrived well before the estimated delivery date. Excellent service!
2555,4,I was impressed with the secure packaging and prompt delivery. Everything arrived in perfect condition.
1700,3,"The delivery was neither too fast nor too slow; overall, a satisfactory experience."
2816,4,The package arrived well before the estimated delivery date. Excellent service!
4743,1,The package arrived late and was slightly damaged. Not happy with the service.
4632,4,"The delivery process was seamless, and the package arrived without any issues."
2573,1,The courier was rude and left the package at the wrong address.
847,1,The package arrived damaged due to poor packaging. Very disappointed.
4297,2,The courier was rude and left the package at the wrong address.
1196,4,The package arrived well before the estimated delivery date. Excellent service!
4890,2,The package arrived late and was slightly damaged. Not happy with the service.
1391,1,The delivery was delayed without any explanation or updates.
4289,2,The package arrived late and was slightly damaged. Not happy with the service.
1076,4,Fast and efficient delivery. The package was handled with care.
3089,3,"The delivery was on time, but the packaging could have been better protected."
4970,2,The delivery was delayed without any explanation or updates.
3616,1,The delivery was delayed without any explanation or updates.
1862,2,The package arrived late and was slightly damaged. Not happy with the service.
818,1,The package arrived damaged due to poor packaging. Very disappointed.
99,5,Fast and efficient delivery. The package was handled with care.
899,3,"The delivery was neither too fast nor too slow; overall, a satisfactory experience."
3670,4,I was impressed with the secure packaging and prompt delivery. Everything arrived in perfect condition.
4705,3,"The delivery was neither too fast nor too slow; overall, a satisfactory experience."
205,3,"The delivery was okay, but I wish there were more updates on the tracking information."
1110,3,"It was an average experience; nothing stood out, but no issues either."
3058,3,"The delivery was on time, but the packaging could have been better protected."
